datetime,temperature,humidity,pressure
2020-01-01 00:00:00,20.993428306022466,54.42638934753766,1016.7550612416275
2020-01-01 01:00:00,21.02473429915606,33.960590648414495,1021.9462312142655
2020-01-01 02:00:00,23.809712424490606,50.92923203816876,1027.3101175624124
2020-01-01 03:00:00,26.603096631976527,36.65988592747889,990.8055139579716
2020-01-01 04:00:00,23.890490936594485,78.49411260055334,996.1513482205287
2020-01-01 05:00:00,24.397193523827443,86.86128155786824,1025.4468517622397
2020-01-01 06:00:00,28.201431558044607,34.338988515476316,1008.3407424874806
2020-01-01 07:00:00,26.414672115435796,87.30691243750209,1012.5836255573386
2020-01-01 08:00:00,23.4485193456148,61.354595960204705,1016.5210881489259
2020-01-01 09:00:00,24.68516263508572,47.973940677232434,1017.1626641798255
2020-01-01 10:00:00,21.64484076663298,34.61172451656981,1027.2696161326603
2020-01-01 11:00:00,20.441479344082808,60.03745608422507,1029.8779766964667
2020-01-01 12:00:00,20.56993560178922,77.67093266944492,1018.8062984372376
2020-01-01 13:00:00,14.9725227325867,72.42518863600189,1001.488848368206
2020-01-01 14:00:00,14.150510123275613,33.01356068783843,1025.1900960917737
2020-01-01 15:00:00,15.44740411322054,34.374110122074214,991.9688365816305
2020-01-01 16:00:00,13.758891052142248,54.17239695795823,999.2432341149798
2020-01-01 17:00:00,15.92071302065888,47.717429642876596,1025.8954286985486
2020-01-01 18:00:00,13.312966448451776,43.94305938336287,1000.2476605775742
2020-01-01 19:00:00,12.481945111676792,46.86026993452282,998.82604238487
2020-01-01 20:00:00,18.744519141048038,78.20896459781308,995.5250117256099
2020-01-01 21:00:00,16.16342901790952,85.75368321791123,1024.3644703058767
2020-01-01 22:00:00,17.79273875955115,54.30616167165398,1010.0023303676435
2020-01-01 23:00:00,16.02125749658553,84.36666012794981,1016.9957281221662
2020-01-02 00:00:00,19.08325030513224,49.28974207487292,999.5626553630012
2020-01-02 01:00:00,21.6951227303984,58.586219180627495,1020.3216168404487
2020-01-02 02:00:00,20.38436164984894,43.56173986895998,1020.4002217984839
2020-01-02 03:00:00,24.480445130807325,68.42856253055064,1002.503920996332
2020-01-02 04:00:00,23.32953111133796,88.73886691048853,1006.4273053204113
2020-01-02 05:00:00,24.45408928508102,66.20958576260273,998.387611097208
2020-01-02 06:00:00,24.011600502949346,51.46884504681293,1029.0624409329162
2020-01-02 07:00:00,28.756365191592703,68.86904675943171,1015.8241030823365
2020-01-02 08:00:00,24.532478110151033,37.375240707923254,1027.3817552286207
2020-01-02 09:00:00,21.65662332047325,83.31954481592392,1002.1354217451653
2020-01-02 10:00:00,24.388766706897254,60.185037046790185,1021.2756365198755
2020-01-02 11:00:00,19.10325029330957,56.960984522378524,1020.6343457553896
2020-01-02 12:00:00,20.675734913924927,65.15188730721115,1017.6662260746616
2020-01-02 13:00:00,15.051737474266682,67.48703176736414,1028.625559010672
2020-01-02 14:00:00,15.11596593713124,34.30654837359078,1005.7422134442526
2020-01-02 15:00:00,17.137691548207613,70.95703327340414,995.2286929435903
2020-01-02 16:00:00,17.433473927348437,44.515900818931776,1016.8683543697624
2020-01-02 17:00:00,15.806939873814871,72.83715795039538,1019.1723920190882
2020-01-02 18:00:00,15.069700383746104,79.3520876630518,1013.0024229383525
2020-01-02 19:00:00,14.87632477690204,78.23751045315122,998.2727157253358
2020-01-02 20:00:00,13.02815449255261,63.15005804447335,1010.1782376667742
2020-01-02 21:00:00,15.347267200170888,61.21019353864507,1002.4875894627652
2020-01-02 22:00:00,16.90837584597596,38.5725576803647,1007.0986611266676
2020-01-02 23:00:00,21.15696631046191,76.52076902418813,1015.8087430337865
2020-01-03 00:00:00,21.031217185272997,46.28456282680286,1019.8085897076334
2020-01-03 01:00:00,18.119158866800554,59.80172536907679,999.2889876360538
2020-01-03 02:00:00,23.5064750562781,47.056445575651004,1006.2130144258781
2020-01-03 03:00:00,23.130839443981305,38.029701779981586,1000.7664628396651
2020-01-03 04:00:00,23.34891591082178,67.77346181350418,997.9452645544748
2020-01-03 05:00:00,26.432777203826546,33.25992208937423,1021.3354887998336
2020-01-03 06:00:00,27.44895694675718,74.918714047572,1026.3701077774797
2020-01-03 07:00:00,27.086309479706934,49.055207715666995,1004.8092874273831
2020-01-03 08:00:00,23.05297408828852,30.00808158026912,1020.0511569749507
2020-01-03 09:00:00,23.32555306966328,60.66774835423379,1025.8798115745765
2020-01-03 10:00:00,23.578132368021006,32.811114511656186,1023.8449684212093
2020-01-03 11:00:00,23.667952361232356,46.57017346925397,997.312535541569
