datetime,load,voltage,frequency
2020-01-01 00:00:00,724.8357076505616,228.14212978251254,50.16887653104069
2020-01-01 01:00:00,593.2301384611574,221.32019688280482,50.29865578035664
2020-01-01 02:00:00,632.671133870819,226.97641067938957,50.432752939060315
2020-01-01 03:00:00,776.581553084956,222.2199619758263,49.52013784894929
2020-01-01 04:00:00,788.8657446062124,236.16470420018445,49.65378370551321
2020-01-01 05:00:00,989.0099182781503,238.9537605192894,50.38617129405599
2020-01-01 06:00:00,1279.820759315966,221.44632950515876,49.95851856218702
2020-01-01 07:00:00,1039.3752069713382,239.10230414583404,50.06459063893347
2020-01-01 08:00:00,877.6731026745025,230.4515319867349,50.163027203723146
2020-01-01 09:00:00,828.4181750189193,225.99131355907747,50.17906660449564
2020-01-01 10:00:00,678.262638404535,221.53724150552327,50.43174040331651
2020-01-01 11:00:00,578.2903848357015,230.01248536140835,50.49694941741167
2020-01-01 12:00:00,613.8183347514448,235.89031088981497,50.22015746093094
2020-01-01 13:00:00,606.1995567154081,234.14172954533396,49.78722120920515
2020-01-01 14:00:00,715.7610241403819,221.00452022927948,50.37975240229434
2020-01-01 15:00:00,974.0358850906557,221.45803670735808,49.54922091454076
2020-01-01 16:00:00,1151.6520502179446,228.05746565265275,49.7310808528745
2020-01-01 17:00:00,1018.1493163680371,225.90580988095886,50.39738571746371
2020-01-01 18:00:00,857.1790882138234,224.64768646112097,49.75619151443936
2020-01-01 19:00:00,732.1084478490899,225.62008997817426,49.72065105962175
2020-01-01 20:00:00,776.1494108886201,236.0696548659377,49.63812529314025
2020-01-01 21:00:00,591.7214954719798,238.5845610726371,50.359111757646914
2020-01-01 22:00:00,606.5300572379023,228.10205389055133,50.000058259191086
2020-01-01 23:00:00,632.0595725798281,238.12222004264993,50.174893203054154
2020-01-02 00:00:00,776.2211788573929,226.42991402495764,49.73906638407503
2020-01-02 01:00:00,1009.1297759948145,229.52873972687584,50.258040421011216
2020-01-02 02:00:00,1146.1772972227557,224.52057995632,50.2600055449621
2020-01-02 03:00:00,1022.6552046809485,232.80952084351688,49.8125980249083
2020-01-02 04:00:00,873.9816949491274,239.5796223034962,49.91068263301028
2020-01-02 05:00:00,789.5722655747809,232.06986192086757,49.7096902774302
2020-01-02 06:00:00,674.2149439366929,227.156281682271,50.4765610233229
2020-01-02 07:00:00,697.0575030480366,232.95634891981058,50.14560257705841
2020-01-02 08:00:00,603.9120495771974,222.45841356930777,50.434543880715516
2020-01-02 09:00:00,651.8446790012514,237.77318160530797,49.80338554362913
2020-01-02 10:00:00,846.0007832589771,230.06167901559672,50.28189091299689
2020-01-02 11:00:00,943.9746648562291,228.98699484079285,50.26585864388474
2020-01-02 12:00:00,1215.603334228546,231.71729576907038,50.19165565186654
2020-01-02 13:00:00,907.3199527567879,232.49567725578805,50.4656389752668
2020-01-02 14:00:00,839.0374582536404,221.43551612453027,49.89355533610632
2020-01-02 15:00:00,815.4331214414982,233.65234442446805,49.63071732358976
2020-01-02 16:00:00,742.6566847253667,224.8386336063106,50.17170885924406
2020-01-02 17:00:00,614.4450629171039,234.2790526501318,50.2293098004772
2020-01-02 18:00:00,600.2375248510397,236.45069588768393,50.07506057345881
2020-01-02 19:00:00,691.1080412110548,236.0791701510504,49.7068178931334
2020-01-02 20:00:00,732.3804103258218,231.05001934815778,50.004455941669356
2020-01-02 21:00:00,970.4575800381255,230.40339784621503,49.81218973656913
2020-01-02 22:00:00,1183.5611292099215,222.85751922678824,49.92746652816669
2020-01-02 23:00:00,1059.5924529816796,235.5069230080627,50.145218575844666
2020-01-03 00:00:00,924.0605266011447,225.42818760893428,50.245214742690834
2020-01-03 01:00:00,718.8708712721317,229.93390845635892,49.73222469090134
2020-01-03 02:00:00,723.3703408195098,225.68548185855033,49.905325360646955
2020-01-03 03:00:00,588.0552879568083,222.67656725999387,49.76916157099163
2020-01-03 04:00:00,573.6065578349321,232.59115393783472,49.69863161386187
2020-01-03 05:00:00,738.1797243360328,221.0866406964581,50.28338721999584
2020-01-03 06:00:00,859.2891341601031,234.972904682524,50.409252694436994
2020-01-03 07:00:00,1054.4464081563938,226.35173590522234,49.87023218568458
2020-01-03 08:00:00,1166.0647661551002,220.0026938600897,50.251278924373764
2020-01-03 09:00:00,992.7082595160986,230.2225827847446,50.39699528936441
2020-01-03 10:00:00,924.8752816744558,220.93703817055206,50.346124210530235
2020-01-03 11:00:00,857.2325939856186,225.523391156418,49.68281338853922
2020-01-03 12:00:00,684.6398489184799,234.13952974911433,50.45629188151336
2020-01-03 13:00:00,599.4588307412364,221.2537924324373,49.87667644042946
2020-01-03 14:00:00,553.5682451466681,236.78676984712004,49.83924066117384
2020-01-03 15:00:00,649.2178723507608,220.07639845317166,49.56243132727778
2020-01-03 16:00:00,849.7976997440365,224.93647738403806,49.98617365410488
2020-01-03 17:00:00,1077.1266104105352,234.81808112304142,49.609013615640926
2020-01-03 18:00:00,1205.85729847521,226.32540299458614,49.74853982092743
2020-01-03 19:00:00,1059.7776401620579,222.03784776132028,49.81694262176728
2020-01-03 20:00:00,927.8259823005009,227.20467837600856,50.30882632349169
2020-01-03 21:00:00,777.6313740923952,225.4078657276905,50.375488650395894
2020-01-03 22:00:00,728.1003177929146,236.8542380432111,49.80246631746147
2020-01-03 23:00:00,687.0755363823872,226.26695835170287,50.35869812124457
2020-01-04 00:00:00,608.5255714183841,235.77864943552015,50.35723093736979
2020-01-04 01:00:00,788.6922161790208,237.8374428962147,50.264650950384876
2020-01-04 02:00:00,679.6159328243687,228.67634839153058,49.64669511401518
2020-01-04 03:00:00,1051.8414624407023,238.19886287708783,50.19032284690073
2020-01-04 04:00:00,1215.2418343059414,227.54636107926385,50.44502406458057
2020-01-04 05:00:00,996.0822514482966,239.28156832980216,50.18254047876716
2020-01-04 06:00:00,915.7637902078496,221.78579049051146,49.83161684910783
2020-01-04 07:00:00,711.9404323189067,233.74038533006487,50.000579317430834
2020-01-04 08:00:00,700.4784045098127,229.87628080913856,50.14572504335106
2020-01-04 09:00:00,629.4607424413434,227.75297610911295,50.010570408728505
2020-01-04 10:00:00,685.6429251047045,232.65423757497203,49.61995294173097
2020-01-04 11:00:00,685.9778149201007,234.07714183268664,49.81206404465202
2020-01-04 12:00:00,771.6097425460397,220.0872653930062,50.30239603055363
2020-01-04 13:00:00,987.0896611856332,223.33906177494399,50.361418046095515
2020-01-04 14:00:00,1258.090703667856,234.26092101268637,49.63730003271557
2020-01-04 15:00:00,1028.9012313538492,233.32770827156412,50.45238675239872
2020-01-04 16:00:00,886.1187373673395,239.32095010257353,49.82882261784861
2020-01-04 17:00:00,838.4131844193952,235.22075580501567,50.16231373873072
2020-01-04 18:00:00,717.7467488888745,239.01545415462675,50.25182514595668
2020-01-04 19:00:00,661.4681729820737,234.05081003069614,50.31194623463789
2020-01-04 20:00:00,578.0763140982364,225.96104417278886,50.44574970222593
2020-01-04 21:00:00,696.938900028118,222.10729844501714,49.81291954802882
2020-01-04 22:00:00,793.8596314230416,235.6364772668987,50.35850645455155
2020-01-04 23:00:00,940.4323164769442,232.88298442951833,49.631686903436204
2020-01-05 00:00:00,1228.5570955494566,220.96372024786592,50.205040906353595
