datetime,flow,speed,occupancy
2020-01-01 00:00:00,164.90142459033697,44.42638934753766,66.88765310406853
2020-01-01 01:00:00,95.85207096486447,23.960590648414495,79.86557803566366
2020-01-01 02:00:00,119.43065614302077,40.92923203816876,93.27529390603132
2020-01-01 03:00:00,195.69089569224076,26.65988592747889,2.0137848949289827
2020-01-01 04:00:00,242.97539875829992,68.49411260055334,15.378370551321618
2020-01-01 05:00:00,392.9758912915246,76.86128155786824,88.6171294055993
2020-01-01 06:00:00,647.3763844652217,24.338988515476316,45.851856218701535
2020-01-01 07:00:00,773.0230418745873,77.30691243750209,56.459063893346354
2020-01-01 08:00:00,485.91576842195144,51.354595960204705,66.30272037231474
2020-01-01 09:00:00,416.2768013075789,37.973940677232434,67.90666044956374
2020-01-01 10:00:00,436.0974692156261,24.61172451656981,93.17404033165082
2020-01-01 11:00:00,486.0281073928923,50.03745608422507,99.69494174116697
2020-01-01 12:00:00,557.2588681469811,67.67093266944492,72.01574609309402
2020-01-01 13:00:00,442.6015926602661,62.42518863600189,28.72212092051508
2020-01-01 14:00:00,398.252465024609,23.013560687838424,87.97524022943436
2020-01-01 15:00:00,483.1313741227708,24.37411012207421,4.922091454076161
2020-01-01 16:00:00,619.6150663899673,44.17239695795823,23.10808528744962
2020-01-01 17:00:00,759.4274199778582,37.717429642876596,89.73857174637149
2020-01-01 18:00:00,572.7592777343636,33.94305938336287,25.619151443935493
2020-01-01 19:00:00,357.6308889599413,36.86026993452282,22.065105962174847
2020-01-01 20:00:00,343.96946306764664,68.20896459781308,13.812529314024724
2020-01-01 21:00:00,243.22671098540394,75.75368321791123,85.91117576469165
2020-01-01 22:00:00,202.02584614063773,44.30616167165398,50.00582591910867
2020-01-01 23:00:00,107.2575544135963,74.36666012794981,67.48932030541548
2020-01-02 00:00:00,133.6685182642445,39.28974207487292,23.906638407502967
2020-01-02 01:00:00,103.32767769129599,48.586219180627495,75.80404210112165
2020-01-02 02:00:00,65.47019267733091,33.56173986895998,76.00055449620984
2020-01-02 03:00:00,161.27094055037017,58.428562530550636,31.259802490830012
2020-01-02 04:00:00,231.98083930243584,78.73886691048853,41.06826330102828
2020-01-02 05:00:00,391.2491875062017,56.20958576260272,20.969027743020085
2020-01-02 06:00:00,581.9488016331181,41.46884504681293,97.65610233229043
